Caso;Ocorrência;Atividade;Customer ID;Revenue;Costs;Pizza Type;Pizza Size;Customer Satisfaction;Cost Factor;Weekday;Daytime;Distribution Channel;Customer Location;Customer Type
918;13/04/2018 07:30:27;Start baking pizza;70;5;30;Salami;Medium;3;Chef 2;Friday;12;Deliveruu Inc.;Munich District Two;Student
918;13/04/2018 07:40:27;Baking pizza ready;70;5;30;Salami;Medium;3;Chef 2;Friday;12;Deliveruu Inc.;Munich District Two;Student
918;13/04/2018 07:42:27;Plan route;70;5;30;Salami;Medium;3;Chef 2;Friday;12;Deliveruu Inc.;Munich District Two;Student
918;13/04/2018 07:44:27;Departure pizza;70;5;30;Salami;Medium;3;Chef 2;Friday;12;Deliveruu Inc.;Munich District Two;Student
918;13/04/2018 07:49:27;Pizza arrives at customer;70;5;30;Salami;Medium;3;Chef 2;Friday;12;Deliveruu Inc.;Munich District Two;Student
918;13/04/2018 08:13:27;Payment customer;70;5;30;Salami;Medium;3;Chef 2;Friday;12;Deliveruu Inc.;Munich District Two;Student
919;17/05/2018 11:54:10;Start order website;193;44;3;Funghi;Small;5;Waiter;Sunday;12;Deliver Now Holding;Munich District Three;Student
919;17/05/2018 12:07:10;Approve order website;193;44;3;Funghi;Small;5;Waiter;Sunday;12;Deliver Now Holding;Munich District Three;Student
919;17/05/2018 12:07:10;Receive order website;193;44;3;Funghi;Small;5;Waiter;Sunday;12;Deliver Now Holding;Munich District Three;Student
919;17/05/2018 12:16:10;Call Customer;193;44;3;Funghi;Small;5;Waiter;Sunday;12;Deliver Now Holding;Munich District Three;Student
919;17/05/2018 12:20:10;Start preparing pizza;193;44;3;Funghi;Small;5;Waiter;Sunday;12;Deliver Now Holding;Munich District Three;Student
919;17/05/2018 12:22:10;Start baking pizza;193;44;3;Funghi;Small;5;Waiter;Sunday;12;Deliver Now Holding;Munich District Three;Student
919;17/05/2018 12:30:10;Baking pizza ready;193;44;3;Funghi;Small;5;Waiter;Sunday;12;Deliver Now Holding;Munich District Three;Student
919;17/05/2018 12:35:10;Plan route;193;44;3;Funghi;Small;5;Waiter;Sunday;12;Deliver Now Holding;Munich District Three;Student
919;17/05/2018 12:40:10;Departure pizza;193;44;3;Funghi;Small;5;Waiter;Sunday;12;Deliver Now Holding;Munich District Three;Student
919;17/05/2018 12:47:10;Pizza arrives at customer;193;44;3;Funghi;Small;5;Waiter;Sunday;12;Deliver Now Holding;Munich District Three;Student
919;17/05/2018 12:48:10;Payment customer;193;44;3;Funghi;Small;5;Waiter;Sunday;12;Deliver Now Holding;Munich District Three;Student
920;26/06/2018 23:01:07;Order by phone;105;21;10;Funghi;Small;3;Waiter;Saturday;12;Feedera SE;Munich District Three;Teenager
920;26/06/2018 23:01:07;Start preparing pizza;105;21;10;Funghi;Small;3;Waiter;Saturday;12;Feedera SE;Munich District Three;Teenager
920;26/06/2018 23:04:07;Start baking pizza;105;21;10;Funghi;Small;3;Waiter;Saturday;12;Feedera SE;Munich District Three;Teenager
920;26/06/2018 23:05:07;Baking pizza ready;105;21;10;Funghi;Small;3;Waiter;Saturday;12;Feedera SE;Munich District Three;Teenager
920;26/06/2018 23:08:07;Plan route;105;21;10;Funghi;Small;3;Waiter;Saturday;12;Feedera SE;Munich District Three;Teenager
920;26/06/2018 23:12:07;Departure pizza;105;21;10;Funghi;Small;3;Waiter;Saturday;12;Feedera SE;Munich District Three;Teenager
920;26/06/2018 23:17:07;Pizza arrives at customer;105;21;10;Funghi;Small;3;Waiter;Saturday;12;Feedera SE;Munich District Three;Teenager
920;26/06/2018 23:45:07;Payment customer;105;21;10;Funghi;Small;3;Waiter;Saturday;12;Feedera SE;Munich District Three;Teenager
921;18/01/2018 19:16:02;Order by phone;15;36;29;Calzone;Large;3;Ingredients;Sunday;18;Deliver Now Holding;Munich District One;Teenager
921;18/01/2018 19:18:02;Start preparing pizza;15;36;29;Calzone;Large;3;Ingredients;Sunday;18;Deliver Now Holding;Munich District One;Teenager
921;18/01/2018 19:21:02;Call Customer;15;36;29;Calzone;Large;3;Ingredients;Sunday;18;Deliver Now Holding;Munich District One;Teenager
921;18/01/2018 19:28:02;Start preparing pizza;15;36;29;Calzone;Large;3;Ingredients;Sunday;18;Deliver Now Holding;Munich District One;Teenager
921;18/01/2018 19:35:02;Start baking pizza;15;36;29;Calzone;Large;3;Ingredients;Sunday;18;Deliver Now Holding;Munich District One;Teenager
921;18/01/2018 19:35:02;Baking pizza ready;15;36;29;Calzone;Large;3;Ingredients;Sunday;18;Deliver Now Holding;Munich District One;Teenager
921;18/01/2018 19:40:02;Plan route;15;36;29;Calzone;Large;3;Ingredients;Sunday;18;Deliver Now Holding;Munich District One;Teenager
921;18/01/2018 19:41:02;Departure pizza;15;36;29;Calzone;Large;3;Ingredients;Sunday;18;Deliver Now Holding;Munich District One;Teenager
921;18/01/2018 19:49:02;Pizza arrives at customer;15;36;29;Calzone;Large;3;Ingredients;Sunday;18;Deliver Now Holding;Munich District One;Teenager
921;18/01/2018 20:26:02;Payment customer;15;36;29;Calzone;Large;3;Ingredients;Sunday;18;Deliver Now Holding;Munich District One;Teenager
922;09/02/2018 01:57:22;Order by phone;32;30;15;Calzone;Large;1;Ingredients;Friday;19;BestOrder Inc.;Munich District Three;Student
922;09/02/2018 01:58:22;Start preparing pizza;32;30;15;Calzone;Large;1;Ingredients;Friday;19;BestOrder Inc.;Munich District Three;Student
922;09/02/2018 02:04:22;Call Customer;32;30;15;Calzone;Large;1;Ingredients;Friday;19;BestOrder Inc.;Munich District Three;Student
922;09/02/2018 02:08:22;Start preparing pizza;32;30;15;Calzone;Large;1;Ingredients;Friday;19;BestOrder Inc.;Munich District Three;Student
922;09/02/2018 02:09:22;Start baking pizza;32;30;15;Calzone;Large;1;Ingredients;Friday;19;BestOrder Inc.;Munich District Three;Student
922;09/02/2018 02:17:22;Baking pizza ready;32;30;15;Calzone;Large;1;Ingredients;Friday;19;BestOrder Inc.;Munich District Three;Student
922;09/02/2018 02:18:22;Plan route;32;30;15;Calzone;Large;1;Ingredients;Friday;19;BestOrder Inc.;Munich District Three;Student
922;09/02/2018 02:22:22;Departure pizza;32;30;15;Calzone;Large;1;Ingredients;Friday;19;BestOrder Inc.;Munich District Three;Student
922;09/02/2018 02:22:22;Pizza arrives at customer;32;30;15;Calzone;Large;1;Ingredients;Friday;19;BestOrder Inc.;Munich District Three;Student
922;09/02/2018 02:39:22;Payment customer;32;30;15;Calzone;Large;1;Ingredients;Friday;19;BestOrder Inc.;Munich District Three;Student
923;11/02/2018 13:43:19;Order by phone;245;15;16;Magherita;Medium;1;Ingredients;Friday;18;BestOrder Inc.;Munich District Two;Adult
923;11/02/2018 13:46:19;Start preparing pizza;245;15;16;Magherita;Medium;1;Ingredients;Friday;18;BestOrder Inc.;Munich District Two;Adult
923;11/02/2018 13:51:19;Start baking pizza;245;15;16;Magherita;Medium;1;Ingredients;Friday;18;BestOrder Inc.;Munich District Two;Adult
923;11/02/2018 13:59:19;Baking pizza ready;245;15;16;Magherita;Medium;1;Ingredients;Friday;18;BestOrder Inc.;Munich District Two;Adult
923;11/02/2018 14:04:19;Plan route;245;15;16;Magherita;Medium;1;Ingredients;Friday;18;BestOrder Inc.;Munich District Two;Adult
923;11/02/2018 14:05:19;Departure pizza;245;15;16;Magherita;Medium;1;Ingredients;Friday;18;BestOrder Inc.;Munich District Two;Adult
923;11/02/2018 14:12:19;Pizza arrives at customer;245;15;16;Magherita;Medium;1;Ingredients;Friday;18;BestOrder Inc.;Munich District Two;Adult
923;11/02/2018 14:32:19;Payment customer;245;15;16;Magherita;Medium;1;Ingredients;Friday;18;BestOrder Inc.;Munich District Two;Adult
924;03/03/2018 10:56:39;Start order website;297;36;3;Salami;Small;2;Waiter;Friday;18;Feedera SE;Munich District One;Student
924;03/03/2018 11:08:39;Approve order website;297;36;3;Salami;Small;2;Waiter;Friday;18;Feedera SE;Munich District One;Student
924;03/03/2018 11:09:39;Receive order website;297;36;3;Salami;Small;2;Waiter;Friday;18;Feedera SE;Munich District One;Student
924;03/03/2018 11:09:39;Start preparing pizza;297;36;3;Salami;Small;2;Waiter;Friday;18;Feedera SE;Munich District One;Student
924;03/03/2018 11:10:39;Start preparing pizza;297;36;3;Salami;Small;2;Waiter;Friday;18;Feedera SE;Munich District One;Student
924;03/03/2018 11:10:39;Start baking pizza;297;36;3;Salami;Small;2;Waiter;Friday;18;Feedera SE;Munich District One;Student
924;03/03/2018 11:14:39;Start baking pizza;297;36;3;Salami;Small;2;Waiter;Friday;18;Feedera SE;Munich District One;Student
924;03/03/2018 11:27:39;Baking pizza ready;297;36;3;Salami;Small;2;Waiter;Friday;18;Feedera SE;Munich District One;Student
924;03/03/2018 11:32:39;Plan route;297;36;3;Salami;Small;2;Waiter;Friday;18;Feedera SE;Munich District One;Student
924;03/03/2018 11:36:39;Departure pizza;297;36;3;Salami;Small;2;Waiter;Friday;18;Feedera SE;Munich District One;Student
924;03/03/2018 11:42:39;Pizza arrives at customer;297;36;3;Salami;Small;2;Waiter;Friday;18;Feedera SE;Munich District One;Student
924;03/03/2018 11:48:39;Payment customer;297;36;3;Salami;Small;2;Waiter;Friday;18;Feedera SE;Munich District One;Student
925;22/03/2018 01:05:02;Order at the counter (shop);263;29;9;Calzone;Medium;3;Waiter;Sunday;21;Deliver Now Holding;Munich District Two;Teenager
925;22/03/2018 01:06:02;Start preparing pizza;263;29;9;Calzone;Medium;3;Waiter;Sunday;21;Deliver Now Holding;Munich District Two;Teenager
925;22/03/2018 01:09:02;Start baking pizza;263;29;9;Calzone;Medium;3;Waiter;Sunday;21;Deliver Now Holding;Munich District Two;Teenager
925;22/03/2018 01:17:02;Baking pizza ready;263;29;9;Calzone;Medium;3;Waiter;Sunday;21;Deliver Now Holding;Munich District Two;Teenager
925;22/03/2018 01:18:02;Payment customer;263;29;9;Calzone;Medium;3;Waiter;Sunday;21;Deliver Now Holding;Munich District Two;Teenager
926;04/02/2018 06:06:57;Start order website;280;35;10;Salami;Small;3;Chef 1;Wednesday;12;TownExpress Inc. ;Munich District One;Student
926;04/02/2018 06:11:57;Approve order website;280;35;10;Salami;Small;3;Chef 1;Wednesday;12;TownExpress Inc. ;Munich District One;Student
926;04/02/2018 06:11:57;Receive order website;280;35;10;Salami;Small;3;Chef 1;Wednesday;12;TownExpress Inc. ;Munich District One;Student
926;04/02/2018 06:14:57;Call Customer;280;35;10;Salami;Small;3;Chef 1;Wednesday;12;TownExpress Inc. ;Munich District One;Student
926;04/02/2018 06:14:57;Payment via credit card;280;35;10;Salami;Small;3;Chef 1;Wednesday;12;TownExpress Inc. ;Munich District One;Student
926;04/02/2018 06:15:57;Start preparing pizza;280;35;10;Salami;Small;3;Chef 1;Wednesday;12;TownExpress Inc. ;Munich District One;Student
926;04/02/2018 06:17:57;Start baking pizza;280;35;10;Salami;Small;3;Chef 1;Wednesday;12;TownExpress Inc. ;Munich District One;Student
927;03/04/2018 22:37:31;Order by phone;137;44;5;Funghi;Large;0;Delivery Guy 1 ;Sunday;13;BestOrder Inc.;Munich District One;Adult
927;03/04/2018 22:37:31;Start preparing pizza;137;44;5;Funghi;Large;0;Delivery Guy 1 ;Sunday;13;BestOrder Inc.;Munich District One;Adult
927;03/04/2018 22:42:31;Start baking pizza;137;44;5;Funghi;Large;0;Delivery Guy 1 ;Sunday;13;BestOrder Inc.;Munich District One;Adult
927;03/04/2018 22:45:31;Baking pizza ready;137;44;5;Funghi;Large;0;Delivery Guy 1 ;Sunday;13;BestOrder Inc.;Munich District One;Adult
927;03/04/2018 22:46:31;Plan route;137;44;5;Funghi;Large;0;Delivery Guy 1 ;Sunday;13;BestOrder Inc.;Munich District One;Adult
927;03/04/2018 22:48:31;Departure pizza;137;44;5;Funghi;Large;0;Delivery Guy 1 ;Sunday;13;BestOrder Inc.;Munich District One;Adult
927;03/04/2018 22:55:31;Pizza arrives at customer;137;44;5;Funghi;Large;0;Delivery Guy 1 ;Sunday;13;BestOrder Inc.;Munich District One;Adult
927;03/04/2018 23:31:31;Payment customer;137;44;5;Funghi;Large;0;Delivery Guy 1 ;Sunday;13;BestOrder Inc.;Munich District One;Adult
928;01/05/2018 14:21:31;Order by phone;74;10;1;Magherita;Small;0;Phone Bill;Friday;18;Orderly SE;Munich District Two;Student
928;01/05/2018 14:22:31;Start preparing pizza;74;10;1;Magherita;Small;0;Phone Bill;Friday;18;Orderly SE;Munich District Two;Student
928;01/05/2018 14:24:31;Start baking pizza;74;10;1;Magherita;Small;0;Phone Bill;Friday;18;Orderly SE;Munich District Two;Student
928;01/05/2018 14:37:31;Baking pizza ready;74;10;1;Magherita;Small;0;Phone Bill;Friday;18;Orderly SE;Munich District Two;Student
928;01/05/2018 14:37:31;Plan route;74;10;1;Magherita;Small;0;Phone Bill;Friday;18;Orderly SE;Munich District Two;Student
928;01/05/2018 14:40:31;Departure pizza;74;10;1;Magherita;Small;0;Phone Bill;Friday;18;Orderly SE;Munich District Two;Student
928;01/05/2018 14:40:31;Pizza arrives at customer;74;10;1;Magherita;Small;0;Phone Bill;Friday;18;Orderly SE;Munich District Two;Student
928;01/05/2018 14:57:31;Payment customer;74;10;1;Magherita;Small;0;Phone Bill;Friday;18;Orderly SE;Munich District Two;Student
929;26/04/2018 05:28:09;Order by phone;26;16;37;Salami;Small;1;Chef 1;Friday;19;BestOrder Inc.;Munich District Five;Student
929;26/04/2018 05:29:09;Start preparing pizza;26;16;37;Salami;Small;1;Chef 1;Friday;19;BestOrder Inc.;Munich District Five;Student
929;26/04/2018 05:34:09;Start baking pizza;26;16;37;Salami;Small;1;Chef 1;Friday;19;BestOrder Inc.;Munich District Five;Student
929;26/04/2018 05:46:09;Plan route;26;16;37;Salami;Small;1;Chef 1;Friday;19;BestOrder Inc.;Munich District Five;Student
929;26/04/2018 05:46:09;Baking pizza ready;26;16;37;Salami;Small;1;Chef 1;Friday;19;BestOrder Inc.;Munich District Five;Student
929;26/04/2018 05:49:09;Departure pizza;26;16;37;Salami;Small;1;Chef 1;Friday;19;BestOrder Inc.;Munich District Five;Student
929;26/04/2018 05:56:09;Pizza arrives at customer;26;16;37;Salami;Small;1;Chef 1;Friday;19;BestOrder Inc.;Munich District Five;Student
929;26/04/2018 06:14:09;Payment customer;26;16;37;Salami;Small;1;Chef 1;Friday;19;BestOrder Inc.;Munich District Five;Student
930;14/07/2018 23:57:11;Order by phone;102;9;2;Funghi;Medium;0;Chef 2;Friday;18;BestOrder Inc.;Munich District Three;Student
930;15/07/2018 00:00:11;Start preparing pizza;102;9;2;Funghi;Medium;0;Chef 2;Friday;18;BestOrder Inc.;Munich District Three;Student
930;15/07/2018 00:04:11;Start baking pizza;102;9;2;Funghi;Medium;0;Chef 2;Friday;18;BestOrder Inc.;Munich District Three;Student
930;15/07/2018 00:23:11;Baking pizza ready;102;9;2;Funghi;Medium;0;Chef 2;Friday;18;BestOrder Inc.;Munich District Three;Student
930;15/07/2018 00:30:11;Start preparing pizza;102;9;2;Funghi;Medium;0;Chef 2;Friday;18;BestOrder Inc.;Munich District Three;Student
930;15/07/2018 00:33:11;Start baking pizza;102;9;2;Funghi;Medium;0;Chef 2;Friday;18;BestOrder Inc.;Munich District Three;Student
930;15/07/2018 00:41:11;Baking pizza ready;102;9;2;Funghi;Medium;0;Chef 2;Friday;18;BestOrder Inc.;Munich District Three;Student
930;15/07/2018 00:44:11;Plan route;102;9;2;Funghi;Medium;0;Chef 2;Friday;18;BestOrder Inc.;Munich District Three;Student
930;15/07/2018 00:48:11;Departure pizza;102;9;2;Funghi;Medium;0;Chef 2;Friday;18;BestOrder Inc.;Munich District Three;Student
930;15/07/2018 00:52:11;Pizza arrives at customer;102;9;2;Funghi;Medium;0;Chef 2;Friday;18;BestOrder Inc.;Munich District Three;Student
930;15/07/2018 01:22:11;Payment customer;102;9;2;Funghi;Medium;0;Chef 2;Friday;18;BestOrder Inc.;Munich District Three;Student
931;02/04/2018 11:04:19;Order by phone;213;10;9;Salami;Large;1;Delivery Scooters ;Sunday;18;BestOrder Inc.;Munich District One;Student
931;02/04/2018 11:06:19;Start preparing pizza;213;10;9;Salami;Large;1;Delivery Scooters ;Sunday;18;BestOrder Inc.;Munich District One;Student
931;02/04/2018 11:06:19;Start baking pizza;213;10;9;Salami;Large;1;Delivery Scooters ;Sunday;18;BestOrder Inc.;Munich District One;Student
931;02/04/2018 11:15:19;Baking pizza ready;213;10;9;Salami;Large;1;Delivery Scooters ;Sunday;18;BestOrder Inc.;Munich District One;Student
931;02/04/2018 11:20:19;Plan route;213;10;9;Salami;Large;1;Delivery Scooters ;Sunday;18;BestOrder Inc.;Munich District One;Student
931;02/04/2018 11:20:19;Departure pizza;213;10;9;Salami;Large;1;Delivery Scooters ;Sunday;18;BestOrder Inc.;Munich District One;Student
931;02/04/2018 11:29:19;Pizza arrives at customer;213;10;9;Salami;Large;1;Delivery Scooters ;Sunday;18;BestOrder Inc.;Munich District One;Student
931;02/04/2018 11:54:19;Payment customer;213;10;9;Salami;Large;1;Delivery Scooters ;Sunday;18;BestOrder Inc.;Munich District One;Student
932;28/03/2018 16:14:16;Start order website;65;13;4;Salami;Small;3;Distribution channel fees;Saturday;19;Feedera SE;Munich District One;Student
932;28/03/2018 16:25:16;Approve order website;65;13;4;Salami;Small;3;Distribution channel fees;Saturday;19;Feedera SE;Munich District One;Student
932;28/03/2018 16:26:16;Receive order website;65;13;4;Salami;Small;3;Distribution channel fees;Saturday;19;Feedera SE;Munich District One;Student
932;28/03/2018 16:31:16;Call Customer;65;13;4;Salami;Small;3;Distribution channel fees;Saturday;19;Feedera SE;Munich District One;Student
932;28/03/2018 16:34:16;Start baking pizza;65;13;4;Salami;Small;3;Distribution channel fees;Saturday;19;Feedera SE;Munich District One;Student
932;28/03/2018 16:34:16;Start preparing pizza;65;13;4;Salami;Small;3;Distribution channel fees;Saturday;19;Feedera SE;Munich District One;Student
932;28/03/2018 16:43:16;Baking pizza ready;65;13;4;Salami;Small;3;Distribution channel fees;Saturday;19;Feedera SE;Munich District One;Student
932;28/03/2018 16:45:16;Plan route;65;13;4;Salami;Small;3;Distribution channel fees;Saturday;19;Feedera SE;Munich District One;Student
932;28/03/2018 16:50:16;Departure pizza;65;13;4;Salami;Small;3;Distribution channel fees;Saturday;19;Feedera SE;Munich District One;Student
932;28/03/2018 16:50:16;Pizza arrives at customer;65;13;4;Salami;Small;3;Distribution channel fees;Saturday;19;Feedera SE;Munich District One;Student
932;28/03/2018 17:14:16;Payment customer;65;13;4;Salami;Small;3;Distribution channel fees;Saturday;19;Feedera SE;Munich District One;Student
934;17/03/2018 18:20:43;Order at the counter (shop);65;25;2;Magherita;Medium;4;Delivery Guy 2;Saturday;13;Deliveruu Inc.;Munich District Four;Adult
934;17/03/2018 18:21:43;Start preparing pizza;65;25;2;Magherita;Medium;4;Delivery Guy 2;Saturday;13;Deliveruu Inc.;Munich District Four;Adult
934;17/03/2018 18:27:43;Start baking pizza;65;25;2;Magherita;Medium;4;Delivery Guy 2;Saturday;13;Deliveruu Inc.;Munich District Four;Adult
934;17/03/2018 18:30:43;Baking pizza ready;65;25;2;Magherita;Medium;4;Delivery Guy 2;Saturday;13;Deliveruu Inc.;Munich District Four;Adult
934;17/03/2018 18:31:43;Payment customer;65;25;2;Magherita;Medium;4;Delivery Guy 2;Saturday;13;Deliveruu Inc.;Munich District Four;Adult
935;28/04/2018 17:37:29;Order by phone;107;5;7;Salami;Large;1;Chef 1;Sunday;19;BestOrder Inc.;Munich District Three;Adult
935;28/04/2018 17:39:29;Start preparing pizza;107;5;7;Salami;Large;1;Chef 1;Sunday;19;BestOrder Inc.;Munich District Three;Adult
935;28/04/2018 17:46:29;Call Customer;107;5;7;Salami;Large;1;Chef 1;Sunday;19;BestOrder Inc.;Munich District Three;Adult
935;28/04/2018 17:51:29;Start preparing pizza;107;5;7;Salami;Large;1;Chef 1;Sunday;19;BestOrder Inc.;Munich District Three;Adult
935;28/04/2018 17:58:29;Start baking pizza;107;5;7;Salami;Large;1;Chef 1;Sunday;19;BestOrder Inc.;Munich District Three;Adult
935;28/04/2018 18:09:29;Baking pizza ready;107;5;7;Salami;Large;1;Chef 1;Sunday;19;BestOrder Inc.;Munich District Three;Adult
935;28/04/2018 18:09:29;Plan route;107;5;7;Salami;Large;1;Chef 1;Sunday;19;BestOrder Inc.;Munich District Three;Adult
935;28/04/2018 18:10:29;Departure pizza;107;5;7;Salami;Large;1;Chef 1;Sunday;19;BestOrder Inc.;Munich District Three;Adult
935;28/04/2018 18:19:29;Pizza arrives at customer;107;5;7;Salami;Large;1;Chef 1;Sunday;19;BestOrder Inc.;Munich District Three;Adult
935;28/04/2018 18:29:29;Payment customer;107;5;7;Salami;Large;1;Chef 1;Sunday;19;BestOrder Inc.;Munich District Three;Adult
936;26/02/2018 22:22:07;Start order website;248;29;44;Magherita;Small;5;Delivery Scooters ;Friday;12;BestOrder Inc.;Munich District Two;Adult
936;26/02/2018 22:29:07;Approve order website;248;29;44;Magherita;Small;5;Delivery Scooters ;Friday;12;BestOrder Inc.;Munich District Two;Adult
936;26/02/2018 22:29:07;Receive order website;248;29;44;Magherita;Small;5;Delivery Scooters ;Friday;12;BestOrder Inc.;Munich District Two;Adult
936;26/02/2018 22:36:07;Call Customer;248;29;44;Magherita;Small;5;Delivery Scooters ;Friday;12;BestOrder Inc.;Munich District Two;Adult
936;26/02/2018 22:41:07;Start preparing pizza;248;29;44;Magherita;Small;5;Delivery Scooters ;Friday;12;BestOrder Inc.;Munich District Two;Adult
936;26/02/2018 22:48:07;Start baking pizza;248;29;44;Magherita;Small;5;Delivery Scooters ;Friday;12;BestOrder Inc.;Munich District Two;Adult
936;26/02/2018 22:49:07;Baking pizza ready;248;29;44;Magherita;Small;5;Delivery Scooters ;Friday;12;BestOrder Inc.;Munich District Two;Adult
936;26/02/2018 22:54:07;Plan route;248;29;44;Magherita;Small;5;Delivery Scooters ;Friday;12;BestOrder Inc.;Munich District Two;Adult
936;26/02/2018 22:55:07;Departure pizza;248;29;44;Magherita;Small;5;Delivery Scooters ;Friday;12;BestOrder Inc.;Munich District Two;Adult
936;26/02/2018 22:58:07;Pizza arrives at customer;248;29;44;Magherita;Small;5;Delivery Scooters ;Friday;12;BestOrder Inc.;Munich District Two;Adult
936;26/02/2018 23:19:07;Payment customer;248;29;44;Magherita;Small;5;Delivery Scooters ;Friday;12;BestOrder Inc.;Munich District Two;Adult
937;01/05/2018 10:34:15;Order by phone;137;23;7;Calzone;Medium;3;Chef 1;Friday;16;Deliver Now Holding;Munich District One;Teenager
937;01/05/2018 10:36:15;Start preparing pizza;137;23;7;Calzone;Medium;3;Chef 1;Friday;16;Deliver Now Holding;Munich District One;Teenager
937;01/05/2018 10:40:15;Start baking pizza;137;23;7;Calzone;Medium;3;Chef 1;Friday;16;Deliver Now Holding;Munich District One;Teenager
937;01/05/2018 10:42:15;Baking pizza ready;137;23;7;Calzone;Medium;3;Chef 1;Friday;16;Deliver Now Holding;Munich District One;Teenager
937;01/05/2018 10:46:15;Plan route;137;23;7;Calzone;Medium;3;Chef 1;Friday;16;Deliver Now Holding;Munich District One;Teenager
937;01/05/2018 10:46:15;Departure pizza;137;23;7;Calzone;Medium;3;Chef 1;Friday;16;Deliver Now Holding;Munich District One;Teenager
937;01/05/2018 10:55:15;Pizza arrives at customer;137;23;7;Calzone;Medium;3;Chef 1;Friday;16;Deliver Now Holding;Munich District One;Teenager
937;01/05/2018 11:15:15;Payment customer;137;23;7;Calzone;Medium;3;Chef 1;Friday;16;Deliver Now Holding;Munich District One;Teenager
938;09/03/2018 00:02:37;Order at the counter (shop);126;4;3;Salami;Medium;3;Chef 2;Thursday;18;Deliver Now Holding;Munich District Five;Student
938;09/03/2018 00:03:37;Start preparing pizza;126;4;3;Salami;Medium;3;Chef 2;Thursday;18;Deliver Now Holding;Munich District Five;Student
938;09/03/2018 00:03:37;Start baking pizza;126;4;3;Salami;Medium;3;Chef 2;Thursday;18;Deliver Now Holding;Munich District Five;Student
938;09/03/2018 00:07:37;Payment customer;126;4;3;Salami;Medium;3;Chef 2;Thursday;18;Deliver Now Holding;Munich District Five;Student
938;09/03/2018 00:07:37;Baking pizza ready;126;4;3;Salami;Medium;3;Chef 2;Thursday;18;Deliver Now Holding;Munich District Five;Student
939;06/05/2018 07:56:51;Order by phone;207;6;22;Funghi;Large;2;Waiter;Tuesday;12;Feedera SE;Munich District One;Teenager
939;06/05/2018 07:56:51;Start preparing pizza;207;6;22;Funghi;Large;2;Waiter;Tuesday;12;Feedera SE;Munich District One;Teenager
939;06/05/2018 07:57:51;Start baking pizza;207;6;22;Funghi;Large;2;Waiter;Tuesday;12;Feedera SE;Munich District One;Teenager
939;06/05/2018 07:59:51;Baking pizza ready;207;6;22;Funghi;Large;2;Waiter;Tuesday;12;Feedera SE;Munich District One;Teenager
939;06/05/2018 08:06:51;Start preparing pizza;207;6;22;Funghi;Large;2;Waiter;Tuesday;12;Feedera SE;Munich District One;Teenager
939;06/05/2018 08:07:51;Start baking pizza;207;6;22;Funghi;Large;2;Waiter;Tuesday;12;Feedera SE;Munich District One;Teenager
939;06/05/2018 08:14:51;Baking pizza ready;207;6;22;Funghi;Large;2;Waiter;Tuesday;12;Feedera SE;Munich District One;Teenager
939;06/05/2018 08:21:51;Plan route;207;6;22;Funghi;Large;2;Waiter;Tuesday;12;Feedera SE;Munich District One;Teenager
939;06/05/2018 08:26:51;Departure pizza;207;6;22;Funghi;Large;2;Waiter;Tuesday;12;Feedera SE;Munich District One;Teenager
939;06/05/2018 08:28:51;Pizza arrives at customer;207;6;22;Funghi;Large;2;Waiter;Tuesday;12;Feedera SE;Munich District One;Teenager
939;06/05/2018 09:04:51;Payment customer;207;6;22;Funghi;Large;2;Waiter;Tuesday;12;Feedera SE;Munich District One;Teenager
940;08/05/2018 18:15:16;Order by phone;130;6;7;Paprika;Large;3;Ingredients;Friday;11;Deliver Now Holding;Munich District Two;Student
940;08/05/2018 18:17:16;Start preparing pizza;130;6;7;Paprika;Large;3;Ingredients;Friday;11;Deliver Now Holding;Munich District Two;Student
940;08/05/2018 18:22:16;Start baking pizza;130;6;7;Paprika;Large;3;Ingredients;Friday;11;Deliver Now Holding;Munich District Two;Student
940;08/05/2018 18:32:16;Baking pizza ready;130;6;7;Paprika;Large;3;Ingredients;Friday;11;Deliver Now Holding;Munich District Two;Student
940;08/05/2018 18:37:16;Plan route;130;6;7;Paprika;Large;3;Ingredients;Friday;11;Deliver Now Holding;Munich District Two;Student
940;08/05/2018 18:41:16;Departure pizza;130;6;7;Paprika;Large;3;Ingredients;Friday;11;Deliver Now Holding;Munich District Two;Student
940;08/05/2018 18:42:16;Pizza arrives at customer;130;6;7;Paprika;Large;3;Ingredients;Friday;11;Deliver Now Holding;Munich District Two;Student
940;08/05/2018 19:14:16;Payment customer;130;6;7;Paprika;Large;3;Ingredients;Friday;11;Deliver Now Holding;Munich District Two;Student
941;28/03/2018 00:18:56;Start order website;208;5;11;Salami;Medium;3;Ingredients;Tuesday;19;Feedera SE;Munich District Four;Student
941;28/03/2018 00:27:56;Approve order website;208;5;11;Salami;Medium;3;Ingredients;Tuesday;19;Feedera SE;Munich District Four;Student
941;28/03/2018 00:28:56;Receive order website;208;5;11;Salami;Medium;3;Ingredients;Tuesday;19;Feedera SE;Munich District Four;Student
941;28/03/2018 00:29:56;Start preparing pizza;208;5;11;Salami;Medium;3;Ingredients;Tuesday;19;Feedera SE;Munich District Four;Student
941;28/03/2018 00:34:56;Start baking pizza;208;5;11;Salami;Medium;3;Ingredients;Tuesday;19;Feedera SE;Munich District Four;Student
